seller sku code	mrp	Discount
MNT-BSUT-124--4-5 Years-4-5Y	1899	100
MNT-BSUT-124--5-6 Years-5-6Y	1899	100
MNT-BSUT-124--6-12 Months-6-12M	1899	100
MNT-BSUT-124--6-7 Years-6-7Y	1899	100
MNT-BSUT-125--12-18 Months-12-18M	1899	100
MNT-BSUT-125--18-24 Months-18-24M	1899	100
MNT-BSUT-125--2-3 Years-2-3Y	1899	100
MNT-BSUT-125--3-4 years-3-4Y	1899	100
MNT-BSUT-125--3-6 Months-3-6M	1899	100
MNT-BSUT-125--4-5 Years-4-5Y	1899	100
MNT-BSUT-125--5-6 Years-5-6Y	1899	100
MNT-BSUT-125--6-12 Months-6-12M	1899	100
MNT-BSUT-125--6-7 Years-6-7Y	1899	100
MNT-BSUT-126--12-18 Months-12-18M	1899	100
MNT-BSUT-126--18-24 Months-18-24M	1899	100
MNT-BSUT-126--2-3 Years-2-3Y	1899	100
MNT-BSUT-126--3-4 years-3-4Y	1899	100
MNT-BSUT-126--3-6 Months-3-6M	1899	100
MNT-BSUT-126--4-5 Years-4-5Y	1899	100
MNT-BSUT-126--5-6 Years-5-6Y	1899	100
MNT-BSUT-126--6-12 Months-6-12M	1899	100
MNT-BSUT-126--6-7 Years-6-7Y	1899	100
MNT-BSUT-130--12-18 Months-12-18M	1899	100
MNT-BSUT-130--18-24 Months-18-24M	1899	100
MNT-BSUT-130--2-3 Years-2-3Y	1899	100
MNT-BSUT-130--3-4 years-3-4Y	1899	100
MNT-BSUT-130--3-6 Months-3-6M	1899	100
MNT-BSUT-130--4-5 Years-4-5Y	1899	100
MNT-BSUT-130--5-6 Years-5-6Y	1899	100
MNT-BSUT-130--6-12 Months-6-12M	1899	100
MNT-BSUT-130--6-7 Years-6-7Y	1899	100
MNT-BSUT-134--12-18 Months-12-18M	1899	100
MNT-BSUT-134--18-24 Months-18-24M	1899	100
MNT-BSUT-134--2-3 Years-2-3Y	1899	100
MNT-BSUT-134--3-4 years-3-4Y	1899	100
MNT-BSUT-134--4-5 Years-4-5Y	1899	100
MNT-BSUT-134--5-6 Years-5-6Y	1899	100
MNT-BSUT-134--6-12 Months-6-12M	1899	100
MNT-BSUT-134--6-7 Years-6-7Y	1899	100
MNT-BSUT-135--12-18 Months-12-18M	1899	100
MNT-BSUT-135--18-24 Months-18-24M	1899	100
MNT-BSUT-135--2-3 Years-2-3Y	1899	100
MNT-BSUT-135--3-4 years-3-4Y	1899	100
MNT-BSUT-135--4-5 Years-4-5Y	1899	100
MNT-BSUT-135--5-6 Years-5-6Y	1899	100
MNT-BSUT-135--6-12 Months-6-12M	1899	100
MNT-BSUT-135--6-7 Years-6-7Y	1899	100
MNT-BSUT-140--12-18 Months-12-18M	1899	100
MNT-BSUT-140--18-24 Months-18-24M	1899	100
MNT-BSUT-140--2-3 Years-2-3Y	1899	100
MNT-BSUT-140--3-4 years-3-4Y	1899	100
MNT-BSUT-140--4-5 Years-4-5Y	1899	100
MNT-BSUT-140--5-6 Years-5-6Y	1899	100
MNT-BSUT-140--6-12 Months-6-12M	1899	100
MNT-BSUT-140--6-7 Years-6-7Y	1899	100
MNT-BTSHRT-201--10-11 Years-10-11Y	1899	100
MNT-BTSHRT-201--11-12 Years-11-12Y	1899	100
MNT-BTSHRT-201--13-14 years-13-14Y	1899	100
MNT-BTSHRT-201--15-16 Years-15-16Y	1899	100
MNT-BTSHRT-201--7-8 Years-7-8Y	1899	100
MNT-BTSHRT-201--8-9 Years-8-9Y	1899	100
MNT-BTSHRT-201--9-10 Years-9-10Y	1899	100
MNT-BTSHRT-202--10-11 Years-10-11Y	1899	100
MNT-BTSHRT-202--11-12 Years-11-12Y	1899	100
MNT-BTSHRT-202--13-14 years-13-14Y	1899	100
MNT-BTSHRT-202--15-16 Years-15-16Y	1899	100
MNT-BTSHRT-202--7-8 Years-7-8Y	1899	100
MNT-BTSHRT-202--8-9 Years-8-9Y	1899	100
MNT-BTSHRT-202--9-10 Years-9-10Y	1899	100
MNT-BTSHRT-203--10-11 Years-10-11Y	1899	100
MNT-BTSHRT-203--11-12 Years-11-12Y	1899	100
MNT-BTSHRT-203--13-14 years-13-14Y	1899	100
MNT-BTSHRT-203--15-16 Years-15-16Y	1899	100
MNT-BTSHRT-203--7-8 Years-7-8Y	1899	100
MNT-BTSHRT-203--8-9 Years-8-9Y	1899	100
MNT-BTSHRT-203--9-10 Years-9-10Y	1899	100
MNT-BTSHRT-204--10-11 Years-10-11Y	1899	100
MNT-BTSHRT-204--11-12 Years-11-12Y	1899	100
MNT-BTSHRT-204--13-14 years-13-14Y	1899	100
MNT-BTSHRT-204--15-16 Years-15-16Y	1899	100
MNT-BTSHRT-204--7-8 Years-7-8Y	1899	100
MNT-BTSHRT-204--8-9 Years-8-9Y	1899	100
MNT-BTSHRT-204--9-10 Years-9-10Y	1899	100
MNT-BTSHRT-205--10-11 Years-10-11Y	1899	100
MNT-BTSHRT-205--11-12 Years-11-12Y	1899	100
MNT-BTSHRT-205--13-14 years-13-14Y	1899	100
MNT-BTSHRT-205--15-16 Years-15-16Y	1899	100
MNT-BTSHRT-205--7-8 Years-7-8Y	1899	100
MNT-BTSHRT-205--8-9 Years-8-9Y	1899	100
MNT-BTSHRT-205--9-10 Years-9-10Y	1899	100
MNT-BTSHRT-206--10-11 Years-10-11Y	1899	100
MNT-BTSHRT-206--11-12 Years-11-12Y	1899	100
MNT-BTSHRT-206--13-14 years-13-14Y	1899	100
MNT-BTSHRT-206--15-16 Years-15-16Y	1899	100
MNT-BTSHRT-206--7-8 Years-7-8Y	1899	100
MNT-BTSHRT-206--8-9 Years-8-9Y	1899	100
MNT-BTSHRT-206--9-10 Years-9-10Y	1899	100
MNT-DRS-104--2-3 Years-2-3Y	1899	100
MNT-DRS-104--3-4 years-3-4Y	1899	100
MNT-DRS-104--4-5 Years-4-5Y	1899	100
MNT-DRS-104--5-6 Years-5-6Y	1899	100
MNT-DRS-104--6-7 Years-6-7Y	1899	100
MNT-DRS-104--7-8 Years-7-8Y	1899	100
MNT-DRS-104--8-9 Years-8-9Y	1899	100
MNT-DRS-104--9-10 Years-9-10Y	1899	100
MNT-DRS-106--2-3 Years-2-3Y	1899	100
MNT-DRS-106--3-4 years-3-4Y	1899	100
MNT-DRS-106--4-5 Years-4-5Y	1899	100
MNT-DRS-106--5-6 Years-5-6Y	1899	100
MNT-DRS-106--6-7 Years-6-7Y	1899	100
MNT-DRS-106--7-8 Years-7-8Y	1899	100
MNT-DRS-106--8-9 Years-8-9Y	1899	100
MNT-DRS-106--9-10 Years-9-10Y	1899	100
MNT-DRS-110--0-3 Months	1899	100
MNT-DRS-110--12-18 Months	1899	100
MNT-DRS-110--18-24 Months	1899	100
MNT-DRS-110--3-6 Months	1899	100
MNT-DRS-110--6-12 Months	1899	100
MNT-DRS-116--11-12 years	1899	100
MNT-DRS-116--13-14 years	1899	100
MNT-DRS-116--2-3 Years	1899	100
MNT-DRS-116--3-4 years	1899	100
MNT-DRS-116--4-5 Years	1899	100
MNT-DRS-116--5-6 Years	1899	100
MNT-DRS-116--6-7 Years	1899	100
MNT-DRS-116--7-8 Years	1899	100
MNT-DRS-116--8-9 Years	1899	100
MNT-DRS-116--9-10 Years	1899	100
MNT-DRS-118--11-12 years	1899	100
MNT-DRS-118--13-14 years	1899	100
MNT-DRS-118--2-3 years	1899	100
MNT-DRS-118--3-4 years	1899	100
MNT-DRS-118--4-5 years	1899	100
MNT-DRS-118--5-6 years	1899	100
MNT-DRS-118--6-7 years	1899	100
MNT-DRS-118--7-8 years	1899	100
MNT-DRS-118--8-9 years	1899	100
MNT-DRS-118--9-10 years	1899	100
MNT-DRS-119--12-18 months	1899	100
MNT-DRS-119--18-24 months	1899	100
MNT-DRS-119N--0-3 months	1899	100
MNT-DRS-119N--12-18 months	1899	100
MNT-DRS-119N--18-24 months	1899	100
MNT-DRS-119N--3-6 months	1899	100
MNT-DRS-119N--6-12 months	1899	100
MNT-DRS-120--11-12 years	1899	100
MNT-DRS-120--13-14 years	1899	100
MNT-DRS-120--2-3 years	1899	100
MNT-DRS-120--3-4 years	1899	100
MNT-DRS-120--4-5 years	1899	100
MNT-DRS-120--5-6 years	1899	100
MNT-DRS-120--6-7 years	1899	100
MNT-DRS-120--7-8 years	1899	100
MNT-DRS-120--8-9 years	1899	100
MNT-DRS-120--9-10 years	1899	100
MNT-DUN-101--12-18 Months-12-18M	1399	100
MNT-DUN-101--3-6 Months-3-6M	1399	100
MNT-DUN-101--6-9 Months-6-9M	1399	100
MNT-DUN-103--12-18 Months-12-18M	1399	100
MNT-DUN-103--3-6 Months-3-6M	1399	100
MNT-DUN-103--6-9 Months-6-9M	1399	100
MNT-DUN-123--12-18 Months-12-18M	1399	100
MNT-DUN-123--3-6 Months-3-6M	1399	100
MNT-DUN-123--6-12 Months-6-12M	1399	100
MNT-DUN-135--12-18 Months-12-18M	1399	100
MNT-DUN-135--3-6 Months-3-6M	1399	100
MNT-DUN-135--6-12 Months-6-12M	1399	100
MNT-HOD-114--2-3 Years	2400	100
MNT-HOD-114--3-4 Years	2400	100
MNT-HOD-114--5-6 Years	2700	100
MNT-HOD-114--7-8 Years	2700	100
MNT-HOD-114--8-9 Years	3000	100
MNT-HOD-114--9-10 Years	3000	100
MNT-HOD-115--2-3 Years	2400	100
MNT-HOD-115--3-4 Years	2400	100
MNT-HOD-115--5-6 Years	2700	100
MNT-HOD-115--7-8 Years	2700	100
MNT-HOD-115--8-9 Years	3000	100
MNT-HOD-115--9-10 Years	3000	100
MNT-HOD-116--12-18 Months	2400	100
MNT-HOD-116--18-24 Months	2400	100
MNT-HOD-116--2-3 Years	2400	100
MNT-HOD-116--3-4 Years	2400	100
MNT-HOD-116--4-5 Years	2700	100
MNT-HOD-116--5-6 Years	2700	100
MNT-HOD-116--6-7 Years	2700	100
MNT-HOD-116--7-8 Years	3000	100
MNT-HOD-116--8-9 Years	3000	100
MNT-HOD-116--9-10 Years	3000	100
MNT-HOD-117--4-5 Years	2400	100
MNT-HOD-117--5-6 Years	2400	100
MNT-HOD-117--6-7 Years	2700	100
MNT-HOD-117--7-8 Years	2700	100
MNT-HOD-117--8-9 Years	3000	100
MNT-HOD-117--9-10 Years	3000	100
MNT-HOD-118--4-5 Years	2400	100
MNT-HOD-118--5-6 Years	2400	100
MNT-HOD-118--6-7 Years	2700	100
MNT-HOD-118--7-8 Years	2700	100
MNT-HOD-118--8-9 Years	3000	100
MNT-HOD-118--9-10 Years	3000	100
MNT-HOD-119P--10-11 Years	1900	100
MNT-HOD-119P--11-12 Years	1900	100
MNT-HOD-119P--2-3 Years	1700	100
MNT-HOD-119P--3-4 Years	1700	100
MNT-HOD-119P--4-5 Years	1700	100
MNT-HOD-119P--5-6 Years	1800	100
MNT-HOD-119P--6-7 Years	1800	100
MNT-HOD-119P--7-8 Years	1800	100
MNT-HOD-119P--8-9 Years	1900	100
MNT-HOD-119P--9-10 Years	1900	100
MNT-HOD-120--10-11 Years	1900	100
MNT-HOD-120--11-12 Years	1900	100
MNT-HOD-120--2-3 Years	1700	100
MNT-HOD-120--3-4 Years	1700	100
MNT-HOD-120--4-5 Years	1700	100
MNT-HOD-120--5-6 Years	1800	100
MNT-HOD-120--6-7 Years	1800	100
MNT-HOD-120--7-8 Years	1800	100
MNT-HOD-120--8-9 Years	1900	100
MNT-HOD-120--9-10 Years	1900	100
MNT-HOD-121--10-11 Years	1900	100
MNT-HOD-121--11-12 Years	1900	100
MNT-HOD-121--2-3 Years	1700	100
MNT-HOD-121--3-4 Years	1700	100
MNT-HOD-121--4-5 Years	1700	100
MNT-HOD-121--5-6 Years	1800	100
MNT-HOD-121--6-7 Years	1800	100
MNT-HOD-121--7-8 Years	1800	100
MNT-HOD-121--8-9 Years	1900	100
MNT-HOD-121--9-10 Years	1900	100
MNT-HOD-122--10-11 Years	1900	100
MNT-HOD-122--11-12 Years	1900	100
MNT-HOD-122--2-3 Years	1700	100
MNT-HOD-122--3-4 Years	1700	100
MNT-HOD-122--4-5 Years	1700	100
MNT-HOD-122--5-6 Years	1800	100
MNT-HOD-122--6-7 Years	1800	100
MNT-HOD-122--7-8 Years	1800	100
MNT-HOD-122--8-9 Years	1900	100
MNT-HOD-122--9-10 Years	1900	100
MNT-HOD-123--10-11 Years	1900	100
MNT-HOD-123--11-12 Years	1900	100
MNT-HOD-123--3-4 Years	1700	100
MNT-HOD-123--4-5 Years	1700	100
MNT-HOD-123--5-6 Years	1700	100
MNT-HOD-123--6-7 Years	1800	100
MNT-HOD-123--7-8 Years	1800	100
MNT-HOD-123--8-9 Years	1800	100
MNT-HOD-123--9-10 Years	1900	100
MNT-HOD-124--10-11 Years	1900	100
MNT-HOD-124--11-12 Years	1900	100
MNT-HOD-124--4-5 Years	1700	100
MNT-HOD-124--5-6 Years	1700	100
MNT-HOD-124--6-7 Years	1800	100
MNT-HOD-124--7-8 Years	1800	100
MNT-HOD-124--8-9 Years	1800	100
MNT-HOD-124--9-10 Years	1900	100
MNT-HOD-125--10-11 Years	1900	100
MNT-HOD-125--11-12 Years	1900	100
MNT-HOD-125--4-5 Years	1700	100
MNT-HOD-125--5-6 Years	1700	100
MNT-HOD-125--6-7 Years	1800	100
MNT-HOD-125--7-8 Years	1800	100
MNT-HOD-125--8-9 Years	1800	100
MNT-HOD-125--9-10 Years	1900	100
MNT-HOD-126--10-11 Years	1900	100
MNT-HOD-126--11-12 Years	1900	100
MNT-HOD-126--4-5 Years	1700	100
MNT-HOD-126--5-6 Years	1700	100
MNT-HOD-126--6-7 Years	1800	100
MNT-HOD-126--7-8 Years	1800	100
MNT-HOD-126--8-9 Years	1800	100
MNT-HOD-126--9-10 Years	1900	100
MNT-HOD-216--11-12 Years-11-12Y	1899	100
MNT-HOD-216--13-14 Years-13-14Y	1899	100
MNT-HOD-216--15-16 Years-15-16Y	1899	100
MNT-HOD-216--3-4 years-3-4Y	1899	100
MNT-HOD-216--4-5 Years-4-5Y	1899	100
MNT-HOD-216--5-6 Years-5-6Y	1899	100
MNT-HOD-216--6-7 Years-6-7Y	1899	100
MNT-HOD-216--7-8 Years-7-8Y	1899	100
MNT-HOD-216--8-9 Years-8-9Y	1899	100
MNT-HOD-216--9-10 Years-9-10Y	1899	100
MNT-HOD-217--11-12 Years-11-12Y	1899	100
MNT-HOD-217--13-14 Years-13-14Y	1899	100
MNT-HOD-217--15-16 Years-15-16Y	1899	100
MNT-HOD-217--3-4 years-3-4Y	1899	100
MNT-HOD-217--4-5 Years-4-5Y	1899	100
MNT-HOD-217--5-6 Years-5-6Y	1899	100
MNT-HOD-217--6-7 Years-6-7Y	1899	100
MNT-HOD-217--7-8 Years-7-8Y	1899	100
MNT-HOD-217--8-9 Years-8-9Y	1899	100
MNT-HOD-217--9-10 Years-9-10Y	1899	100
MNT-HOD-218--11-12 Years-11-12Y	1899	100
MNT-HOD-218--13-14 Years-13-14Y	1899	100
MNT-HOD-218--15-16 Years-15-16Y	1899	100
MNT-HOD-218--3-4 years-3-4Y	1899	100
MNT-HOD-218--4-5 Years-4-5Y	1899	100
MNT-HOD-218--5-6 Years-5-6Y	1899	100
MNT-HOD-218--6-7 Years-6-7Y	1899	100
MNT-HOD-218--7-8 Years-7-8Y	1899	100
MNT-HOD-218--8-9 Years-8-9Y	1899	100
MNT-HOD-218--9-10 Years-9-10Y	1899	100
MNT-HOD-225--11-12 years	1899	100
MNT-HOD-225--13-14 years	1899	100
MNT-HOD-225--2-3 years	1899	100
MNT-HOD-225--3-4 years	1899	100
MNT-HOD-225--4-5 years	1899	100
MNT-HOD-225--5-6 years	1899	100
MNT-HOD-225--6-7 years	1899	100
MNT-HOD-225--7-8 years	1899	100
MNT-HOD-225--8-9 years	1899	100
MNT-HOD-225--9-10 years	1899	100
MNT-HOD-226--11-12 years	1899	100
MNT-HOD-226--13-14 years	1899	100
MNT-HOD-226--2-3 years	1899	100
MNT-HOD-226--3-4 years	1899	100
MNT-HOD-226--4-5 years	1899	100
MNT-HOD-226--5-6 years	1899	100
MNT-HOD-226--6-7 years	1899	100
MNT-HOD-226--7-8 years	1899	100
MNT-HOD-226--8-9 years	1899	100
MNT-HOD-226--9-10 years	1899	100
MNT-HOD-227--11-12Years	1899	100
MNT-HOD-227--13-14Years	1899	100
MNT-HOD-227--2-3Years	1899	100
MNT-HOD-227--3-4Years	1899	100
MNT-HOD-227--4-5Years	1899	100
MNT-HOD-227--5-6Years	1899	100
MNT-HOD-227--6-7Years	1899	100
MNT-HOD-227--7-8Years	1899	100
MNT-HOD-227--8-9Years	1899	100
MNT-HOD-227--9-10Years	1899	100
MNT-JNS-101--11-12Years	1899	100
MNT-JNS-101--13-14Years	1899	100
MNT-JNS-101--3-4Years	1899	100
MNT-JNS-101--4-5Years	1899	100
MNT-JNS-101--5-6Years	1899	100
MNT-JNS-101--7-8Years	1899	100
MNT-JNS-101--8-9Years	1899	100
MNT-JNS-101--9-10Years	1899	100
MNT-JNS-102--11-12Years	1899	100
MNT-JNS-102--13-14Years	1899	100
MNT-JNS-102--3-4Years	1899	100
MNT-JNS-102--4-5Years	1899	100
MNT-JNS-102--5-6Years	1899	100
MNT-JNS-102--7-8Years	1899	100
MNT-JNS-102--8-9Years	1899	100
MNT-JNS-102--9-10Years	1899	100
MNT-JNS-103--11-12Years	1899	100
MNT-JNS-103--13-14Years	1899	100
MNT-JNS-103--3-4Years	1899	100
MNT-JNS-103--4-5Years	1899	100
MNT-JNS-103--5-6Years	1899	100
MNT-JNS-103--7-8Years	1899	100
MNT-JNS-103--8-9Years	1899	100
MNT-JNS-103--9-10Years	1899	100
MNT-JNS-104--11-12Years	1899	100
MNT-JNS-104--13-14Years	1899	100
MNT-JNS-104--3-4Years	1899	100
MNT-JNS-104--4-5Years	1899	100
MNT-JNS-104--5-6Years	1899	100
MNT-JNS-104--7-8Years	1899	100
MNT-JNS-104--8-9Years	1899	100
MNT-JNS-104--9-10Years	1899	100
MNT-JNS-105--11-12Years	1899	100
MNT-JNS-105--13-14Years	1899	100
MNT-JNS-105--3-4Years	1899	100
MNT-JNS-105--4-5Years	1899	100
MNT-JNS-105--5-6Years	1899	100
MNT-JNS-105--7-8Years	1899	100
MNT-JNS-105--8-9Years	1899	100
MNT-JNS-105--9-10Years	1899	100
MNT-JNS-106--11-12Years	1899	100
MNT-JNS-106--13-14Years	1899	100
MNT-JNS-106--3-4Years	1899	100
MNT-JNS-106--4-5Years	1899	100
MNT-JNS-106--5-6Years	1899	100
MNT-JNS-106--7-8Years	1899	100
MNT-JNS-106--8-9Years	1899	100
MNT-JNS-106--9-10Years	1899	100
MNT-JNS-107--11-12Years	1899	100
MNT-JNS-107--13-14Years	1899	100
MNT-JNS-107--3-4Years	1899	100
MNT-JNS-107--4-5Years	1899	100
MNT-JNS-107--5-6Years	1899	100
MNT-JNS-107--7-8Years	1899	100
MNT-JNS-107--8-9Years	1899	100
MNT-JNS-107--9-10Years	1899	100
MNT-JNS-108--11-12Years	1899	100
MNT-JNS-108--13-14Years	1899	100
MNT-JNS-108--3-4Years	1899	100
MNT-JNS-108--4-5Years	1899	100
MNT-JNS-108--5-6Years	1899	100
MNT-JNS-108--7-8Years	1899	100
MNT-JNS-108--8-9Years	1899	100
MNT-JNS-108--9-10Years	1899	100
MNT-JNS-109--11-12Years	1899	100
MNT-JNS-109--13-14Years	1899	100
MNT-JNS-109--3-4Years	1899	100
MNT-JNS-109--4-5Years	1899	100
MNT-JNS-109--5-6Years	1899	100
MNT-JNS-109--7-8Years	1899	100
MNT-JNS-109--8-9Years	1899	100
MNT-JNS-109--9-10Years	1899	100
MNT-KUP-111--12-18 Months-12-18M	1199	100
MNT-KUP-111--18-24 Months-18-24M	1199	100
MNT-KUP-111--2-3 Years-2-3Y	1199	100
MNT-KUP-111--3-4 Years-3-4Y	1199	100
MNT-KUP-111--4-5 Years-4-5Y	1199	100
MNT-KUP-112--12-18 Months-12-18M	1199	100
MNT-KUP-112--18-24 Months-18-24M	1199	100
MNT-KUP-112--2-3 Years-2-3Y	1199	100
MNT-KUP-112--3-4 Years-3-4Y	1199	100
MNT-KUP-112--4-5 Years-4-5Y	1199	100
MNT-KUP-113--12-18 Months-12-18M	1199	100
MNT-KUP-113--18-24 Months-18-24M	1199	100
MNT-KUP-113--2-3 Years-2-3Y	1199	100
MNT-KUP-113--3-4 Years-3-4Y	1199	100
MNT-KUP-113--4-5 Years-4-5Y	1199	100
MNT-LOW-105--10-11 Years	2500	100
MNT-LOW-105--10-11 Years-10-11Y	1299	100
MNT-LOW-105--11-12 Years	2500	100
MNT-LOW-105--3-4 Years	1900	100
MNT-LOW-105--3-4 Years-3-4Y	1299	100
MNT-LOW-105--4-5 Years	1900	100
MNT-LOW-105--4-5 Years-4-5Y	1299	100
MNT-LOW-105--5-6 Years	1900	100
MNT-LOW-105--5-6 Years-5-6Y	1299	100
MNT-LOW-105--6-7 Years	2200	100
MNT-LOW-105--6-7 Years-6-7Y	1299	100
MNT-LOW-105--7-8 Years	2200	100
MNT-LOW-105--7-8 Years-7-8Y	1299	100
MNT-LOW-105--8-9 Years	2200	100
MNT-LOW-105--8-9 Years-8-9Y	1299	100
MNT-LOW-105--9-10 Years	2500	100
MNT-LOW-105--9-10 Years-9-10Y	1299	100
MNT-LOW-106--12-18 Months-12-18M	1799	100
MNT-LOW-106--18-24 Months-18-24M	1799	100
MNT-LOW-106--2-3 Years-2-3Y	1799	100
MNT-LOW-106--3-4 Years-3-4Y	1799	100
MNT-LOW-106--4-5 Years-4-5Y	1799	100
MNT-LOW-106--5-6 Years-5-6Y	1799	100
MNT-LOW-106--6-7 Years-6-7Y	1799	100
MNT-LOW-106--7-8 Years-7-8Y	1799	100
MNT-LOW-106--8-9 Years-8-9Y	1799	100
MNT-LOW-106--9-10 Years-9-10Y	1799	100
MNT-LOW-106P--3-4 Years	1900	100
MNT-LOW-106P--4-5 Years	1900	100
MNT-LOW-106P--5-6 Years	2200	100
MNT-LOW-106P--6-7 Years	2200	100
MNT-LOW-106P--7-8 Years	2500	100
MNT-LOW-106P--8-9 Years	2500	100
MNT-LOW-106P--9-10 Years	2500	100
MNT-LOW-107--10-11 Years-10-11Y	1499	100
MNT-LOW-107--3-4 Years-3-4Y	1499	100
MNT-LOW-107--4-5 Years-4-5Y	1499	100
MNT-LOW-107--5-6 Years-5-6Y	1499	100
MNT-LOW-107--6-7 Years-6-7Y	1499	100
MNT-LOW-107--7-8 Years-7-8Y	1499	100
MNT-LOW-107--8-9 Years-8-9Y	1499	100
MNT-LOW-107--9-10 Years-9-10Y	1499	100
MNT-LOW-107P--10-11 Years	2500	100
MNT-LOW-107P--13-14 Years	2500	100
MNT-LOW-107P--3-4 Years	1900	100
MNT-LOW-107P--4-5 Years	1900	100
MNT-LOW-107P--5-6 Years	1900	100
MNT-LOW-107P--6-7 Years	2200	100
MNT-LOW-107P--7-8 Years	2200	100
MNT-LOW-107P--8-9 Years	2200	100
MNT-LOW-107P--9-10 Years	2500	100
MNT-LOW-108--10-11 Years-10-11Y	1999	100
MNT-LOW-108--13-14 Years-13-14Y	1999	100
MNT-LOW-108--3-4 Years-3-4Y	1999	100
MNT-LOW-108--4-5 Years-4-5Y	1999	100
MNT-LOW-108--5-6 Years-5-6Y	1999	100
MNT-LOW-108--6-7 Years-6-7Y	1999	100
MNT-LOW-108--7-8 Years-7-8Y	1999	100
MNT-LOW-108--8-9 Years-8-9Y	1999	100
MNT-LOW-108--9-10 Years-9-10Y	1999	100
MNT-LOW-111--10-11 Years-10-11Y	1899	100
MNT-LOW-111--5-6 Years-5-6Y	1899	100
MNT-LOW-111--6-7 Years-6-7Y	1899	100
MNT-LOW-111--7-8 Years-7-8Y	1899	100
MNT-LOW-111--8-9 Years-8-9Y	1899	100
MNT-LOW-111--9-10 Years-9-10Y	1899	100
MNT-LOW-112--10-11 Years	2500	100
MNT-LOW-112--12-13 Years	2500	100
MNT-LOW-112--3-4 Years	1900	100
MNT-LOW-112--4-5 Years	1900	100
MNT-LOW-112--5-6 Years	1900	100
MNT-LOW-112--6-7 Years	2200	100
MNT-LOW-112--7-8 Years	2200	100
MNT-LOW-112--8-9 Years	2200	100
MNT-LOW-112--9-10 Years	2500	100
MNT-LOW-117--10-11 Years	2500	100
MNT-LOW-117--12-13 Years	2500	100
MNT-LOW-117--3-4 Years	1900	100
MNT-LOW-117--4-5 Years	1900	100
MNT-LOW-117--5-6 Years	1900	100
MNT-LOW-117--6-7 Years	2200	100
MNT-LOW-117--7-8 Years	2200	100
MNT-LOW-117--8-9 Years	2200	100
MNT-LOW-117--9-10 Years	2500	100
MNT-LOW-119--10-11 Years	2500	100
MNT-LOW-119--12-13 Years	2500	100
MNT-LOW-119--3-4 Years	1900	100
MNT-LOW-119--4-5 Years	1900	100
MNT-LOW-119--5-6 Years	1900	100
MNT-LOW-119--6-7 Years	2200	100
MNT-LOW-119--7-8 Years	2200	100
MNT-LOW-119--8-9 Years	2200	100
MNT-LOW-119--9-10 Years	2500	100
MNT-LOW-122N--11-12 Years	2700	100
MNT-LOW-122N--13-14 Years	2700	100
MNT-LOW-122N--3-4 Years	1900	100
MNT-LOW-122N--4-5 Years	2100	100
MNT-LOW-122N--5-6 Years	2100	100
MNT-LOW-122N--6-7 Years	2100	100
MNT-LOW-122N--7-8 Years	2400	100
MNT-LOW-122N--8-9 Years	2400	100
MNT-LOW-122N--9-10 Years	2400	100
MNT-LOW-128--10-11 Years	2500	100
MNT-LOW-128--12-13 Years	2500	100
MNT-LOW-128--3-4 Years	1900	100
MNT-LOW-128--4-5 Years	1900	100
MNT-LOW-128--5-6 Years	1900	100
MNT-LOW-128--6-7 Years	2200	100
MNT-LOW-128--7-8 Years	2200	100
MNT-LOW-128--8-9 Years	2200	100
MNT-LOW-128--9-10 Years	2500	100
MNT-LOW-129--10-11 Years	2500	100
MNT-LOW-129--12-13 Years	2500	100
MNT-LOW-129--3-4 Years	1900	100
MNT-LOW-129--4-5 Years	1900	100
MNT-LOW-129--5-6 Years	1900	100
MNT-LOW-129--6-7 Years	2200	100
MNT-LOW-129--7-8 Years	2200	100
MNT-LOW-129--8-9 Years	2200	100
MNT-LOW-129--9-10 Years	2500	100
MNT-LOW-130--10-11 Years	2500	100
MNT-LOW-130--12-13 Years	2500	100
MNT-LOW-130--3-4 Years	1900	100
MNT-LOW-130--4-5 Years	1900	100
MNT-LOW-130--5-6 Years	1900	100
MNT-LOW-130--6-7 Years	2200	100
MNT-LOW-130--7-8 Years	2200	100
MNT-LOW-130--8-9 Years	2200	100
MNT-LOW-130--9-10 Years	2500	100
MNT-LOW-133--11-12 Years	2499	100
MNT-LOW-133--13-14 Years	2499	100
MNT-LOW-133--3-4 Years	2199	100
MNT-LOW-133--4-5 Years	2199	100
MNT-LOW-133--5-6 Years	2199	100
MNT-LOW-133--6-7 Years	2199	100
MNT-LOW-133--7-8 Years	2199	100
MNT-LOW-133--8-9 Years	2499	100
MNT-LOW-133--9-10 Years	2499	100
MNT-LOW-134--11-12 Years	2199	100
MNT-LOW-134--13-14 Years	2199	100
MNT-LOW-134--3-4 Years	1899	100
MNT-LOW-134--4-5 Years	1899	100
MNT-LOW-134--5-6 Years	1899	100
MNT-LOW-134--6-7 Years	1899	100
MNT-LOW-134--7-8 Years	1899	100
MNT-LOW-134--8-9 Years	2199	100
MNT-LOW-134--9-10 Years	2199	100
MNT-LOW-135--11-12 Years	2199	100
MNT-LOW-135--13-14 Years	2199	100
MNT-LOW-135--3-4 Years	1899	100
MNT-LOW-135--4-5 Years	1899	100
MNT-LOW-135--5-6 Years	1899	100
MNT-LOW-135--6-7 Years	1899	100
MNT-LOW-135--7-8 Years	1899	100
MNT-LOW-135--8-9 Years	2199	100
